word,category
灿烂的,positive
炉火纯青,positive
炙手可热,positive
炫目,positive
点头,positive
点将,positive
点明,positive
点缀,positive
点赞,positive
炽热,positive
烂熟,positive
热切,positive
热切地,positive
热卖,positive
热土,positive
热度,positive
热心,positive
热心地,positive
热心的,positive
热忱,positive
热情,positive
热情好客,positive
热情的,positive
热情高涨,positive
热播,positive
热望,positive
热潮,positive
热火朝天,positive
热点,positive
热烈,positive
热烈欢迎,positive
热热闹闹,positive
热爱,positive
热血,positive
热衷,positive
热诚,positive
热销,positive
热门,positive
热门股,positive
热闹,positive
焕发,positive
焕新,positive
焕然一新,positive
照耀,positive
熟悉,positive
熟知,positive
熟稔,positive
熟练,positive
熟练地,positive
熟练掌握,positive
熟练的,positive
熠熠,positive
爆满,positive
爆红,positive
爆表,positive
爱不释手,positive
爱国,positive
爱国心,positive
爱好,positive
爱好和平,positive
爱心,positive
爱情,positive
爱惜,positive
爱戴,positive
爱护,positive
爽口,positive
爽快,positive
牛,positive
牛人,positive
牛市,positive
牛股,positive
牢不可破,positive
牢固,positive
牢固的,positive
牢靠,positive
物超所值,positive
特批,positive
特有,positive
特等,positive
特等奖,positive
特级,positive
特色,positive
特许,positive
特许权,positive
特许经营权,positive
特长,positive
犀利,positive
犒劳,positive
犒赏,positive
状元,positive
状况良好,positive
狂喜,positive
狂想,positive
狂欢,positive
狂涨,positive
狂潮,positive
独一无二,positive
独享,positive
独具,positive
独具匠心,positive
独具特色,positive
独创,positive
独创性,positive
独到,positive
独占,positive
独占性,positive
独占鳌头,positive
独大,positive
独家,positive
独家代理,positive
独家报道,positive
独家新闻,positive
独家生产,positive
独家经营,positive
独当,positive
独有,positive
独有的,positive
独树,positive
独树一帜,positive
独步,positive
独特,positive
独特性,positive
独特魅力,positive
独立,positive
独立自主,positive
独角兽,positive
独领,positive
独领风骚,positive
猛增,positive
猛涨,positive
猛进,positive
献礼,positive
献策,positive
献词,positive
率先,positive
率先推出,positive
王者,positive
王道,positive
环保,positive
环境优美,positive
环境友好,positive
现代化,positive
现升,positive
现金红利,positive
珍品,positive
珍宝,positive
珍惜,positive
珍爱,positive
珍稀,positive
珍藏,positive
珍视,positive
珍贵,positive
珍重,positive
珠玑,positive
珠联璧合,positive
理性,positive
理想,positive
理想的,positive
理智,positive
理直气壮,positive
理解,positive
理顺,positive
琳琅满目,positive
瑰宝,positive
璀璨,positive
璀璨夺目,positive
甘心,positive
甘泉,positive
甘霖,positive
甚佳,positive
甜头,positive
甜滋滋,positive
甜蜜,positive
生力军,positive
生动,positive
生效,positive
生效的,positive
生机,positive
生机勃勃,positive
生机盎然,positive
生财,positive
用功的,positive
用心,positive
用心良苦,positive
用途广泛,positive
由衷,positive
畅享,positive
畅快,positive
畅旺,positive
畅游,positive
畅行,positive
畅谈,positive
畅达,positive
畅通,positive
畅销,positive
略升,positive
略胜一筹,positive
疏导,positive
疯涨,positive
疯牛,positive
登场,positive
登榜,positive
登顶,positive
白银时代,positive
白马股,positive
百强,positive
百折不挠,positive
百花齐放,positive
皆大欢喜,positive
盈余,positive
盈利,positive
盈利能力,positive
盈盈,positive
益处,positive
益民,positive
盎然,positive
盖世,positive
盘活,positive
盘活资产,positive
盛世,positive
盛举,positive
盛事,positive
盛产,positive
盛会,positive
盛典,positive
盛况,positive
盛名,positive
盛大,positive
盛宴,positive
盛年,positive
盛开,positive
盛情,positive
盛景,positive
盛筵,positive
盛行,positive
盛誉,positive
盛赞,positive
盟国,positive
直截了当,positive
直接受益,positive
直爽,positive
直率,positive
直观,positive
直言不讳,positive
相中,positive
相互促进,positive
相信,positive
相助,positive
相媲美,positive
相对合理,positive
相当可观,positive
相得益彰,positive
相悦,positive
相称,positive
相称的,positive
相辅相成,positive
盼望,positive
省事,positive
省心,positive
省钱,positive
看多,positive
看好,positive
看好后市,positive
看得见,positive
看望,positive
看涨,positive
看点,positive
看重,positive
看高,positive
看齐,positive
真切,positive
真实,positive
真实有效,positive
真实的,positive
真心,positive
真心实意,positive
真心真意,positive
真心诚意,positive
真情,positive
真情实意,positive
真挚,positive
真理,positive
真知,positive
真确,positive
真言,positive
真诚,positive
真话,positive
真谛,positive
眷念,positive
眷恋,positive
眼前一亮,positive
着力点,positive
睦邻,positive
睿智,positive
瞩望,positive
瞩目,positive
矍铄,positive
矗立,positive
矢志,positive
知冷知热,positive
知名,positive
知名企业,positive
知名品牌,positive
知己,positive
知己知彼,positive
知心,positive
知足,positive
知音,positive
短期反弹,positive
石破天惊,positive
研究成果,positive
砥砺,positive
破冰,positive
破局,positive
破旧立新,positive
破格录用,positive
破纪录,positive
破解,positive
硕果,positive
硕果累累,positive
硬朗,positive
硬汉,positive
确信,positive
确凿无疑,positive
确切,positive
确定性,positive
确定无疑,positive
确实,positive
碾压,positive
磅礴,positive
示好,positive
示范,positive
示范作用,positive
礼物,positive
礼让,positive
礼让的,positive
礼貌,positive
礼貌的,positive
礼赞,positive
礼遇,positive
社会公德,positive
社会安定,positive
社会秩序,positive
祝寿,positive
祝愿,positive
祝捷,positive
祝福,positive
祝词,positive
祝贺,positive
祝酒,positive
祝颂,positive
神圣,positive
神奇,positive
神州,positive
神往,positive
神算,positive
神话,positive
神通,positive
神速,positive
神采,positive
神采奕奕,positive
祥和,positive
禀承,positive
禀赋,positive
福利,positive
福地,positive
福星,positive
福祉,positive
福音,positive
离不开,positive
秀美,positive
科技前沿,positive
科技进步,positive
积极,positive
积极开展,positive
积极性,positive
积极意义,positive
积极的,positive
积淀,positive
积蓄,positive
称叹,positive
称得上,positive
称心,positive
称心如意,positive
称快,positive
称愿,positive
称王,positive
称羡,positive
称誉,positive
称许,positive
称谢,positive
称赞,positive
称赞的,positive
称道,positive
称雄,positive
称霸,positive
称颂,positive
稀有,positive
稀缺,positive
稀贵,positive
稳中略升,positive
稳健,positive
稳健性,positive
稳固,positive
稳坐,positive
稳增,positive
稳妥,positive
稳定,positive
稳定上升,positive
稳定化,positive
稳定性,positive
稳定的,positive
稳实,positive
稳居,positive
稳当,positive
稳步,positive
稳步发展,positive
稳步增长,positive
稳进,positive
稳重,positive
空前,positive
空前未有的,positive
空间广阔,positive
突出,positive
突出贡献,positive
突出重围,positive
突出重点,positive
突围,positive
突增,positive
突破,positive
突破口,positive
突破性,positive
突破性进展,positive
突进,positive
突飞猛进,positive
立于不败之地,positive
立功,positive
立志,positive
立竿见影,positive
立项,positive
站上,positive
站稳,positive
站稳脚跟,positive
端正,positive
端直,positive
笑傲,positive
笑逐颜开,positive
笑颜,positive
符合,positive
符合中国,positive
符合国家,positive
符合国际,positive
符合实际,positive
符合标准,positive
符合要求,positive
符合要求的,positive
第一,positive
第一代,positive
第一位,positive
第一名,positive
第一枪,positive
第一步,positive
第一流,positive
第一的,positive
第一第二,positive
第三,positive
第二位,positive
第二第三,positive
第五,positive
第六,positive
第四,positive
等奖项,positive
筑底,positive
答谢,positive
筚路蓝缕,positive
筹募,positive
简便,positive
简便易行,positive
简捷,positive
简明,positive
简易,positive
简洁,positive
简短,positive
简练,positive
简要,positive
简雅,positive
管理优势,positive
箴言,positive
粗犷,positive
精,positive
精义,positive
精于,positive
精做,positive
精兵,positive
精准,positive
精力,positive
精力充沛,positive
精华,positive
精品,positive
精品工程,positive
精妙,positive
精密,positive
精巧,positive
精干,positive
精强,positive
精彩,positive
精彩纷呈,positive
精心,positive
精心策划,positive
精心组织,positive
精心设计,positive
精明,positive
精深,positive
精湛,positive
精益,positive
精益求精,positive
精研,positive
精确,positive
精确性,positive
精神,positive
精神财富,positive
精神风貌,positive
精简,positive
精简人员,positive
精简机构,positive
精粹,positive
精练,positive
精细,positive
精细化,positive
精美,positive
精耕,positive
精耕细作,positive
精致,positive
精良,positive
精英,positive
精装,positive
精诚,positive
精诚团结,positive
精辟,positive
精进,positive
精选,positive
精通,positive
精通的,positive
精锐,positive
精雕细琢,positive
精髓,positive
素养,positive
累升,positive
累涨,positive
累累硕果,positive
累计涨幅,positive
繁华,positive
繁多,positive
繁盛,positive
繁荣,positive
繁荣昌盛,positive
繁荣景象,positive
红利,positive
红包,positive
红火,positive
红盘,positive
红红火火,positive
红遍,positive
纪念,positive
纪念品,positive
纪念币,positive
纪念碑,positive
纪念章,positive
纯正,positive
纯洁,positive
纯粹,positive
纲领,positive
纵横,positive
纾解,positive
细化,positive
细密,positive
细心,positive
细腻,positive
细致,positive
终极目标,positive
经久不衰,positive
经典,positive
经济繁荣,positive
经济腾飞,positive
经纶,positive
经贸合作,positive
经验丰富,positive
结实,positive
结晶,positive
结构调整,positive
结盟,positive
绘声绘色,positive
给人深刻印象,positive
给力,positive
给面子,positive
绚丽,positive
绝佳,positive
绝唱,positive
绝好,positive
绝妙,positive
绝对优势,positive
绝对领先,positive
绝尘,positive
绝技,positive
绝招,positive
绝无仅有,positive
绝顶,positive
统一,positive
继往开来,positive
继承,positive
继续加强,positive
继续向上,positive
继续走高,positive
绩优,positive
续盈,positive
绵长,positive
绸缪,positive
缓和,positive
缓解,positive
缔造,positive
缔造者,positive
缜密,positive
缩小差距,positive
缴获,positive
罕见,positive
置入,positive
美丽,positive
美化,positive
美味,positive
美好,positive
美好前景,positive
美妙,positive
美差,positive
美德,positive
美景,positive
美梦,positive
美滋滋,positive
美称,positive
美观,positive
美言,positive
美誉,positive
美餐,positive
群策群力,positive
翔实,positive
翘楚,positive
翘盼,positive
翡翠,positive
翻一番,positive
翻三番,positive
翻两番,positive
翻了一番,positive
翻倍,positive
翻天覆地,positive
翻新,positive
翻番,positive
翻盘,positive
翻红,positive
翻身,positive
翻身仗,positive
耀眼,positive
老字号,positive
老实,positive
老牌,positive
老练,positive
考究,positive
耐久,positive
耐心,positive
耐用,positive
耕耘,positive
耳目一新,positive
联合,positive
联姻,positive
联手,positive
联欢,positive
联盟,positive
联袂,positive
联谊,positive
聚宝盆,positive
聚焦,positive
聚精会神,positive
聪明,positive
聪明人,positive
肝胆相照,positive
股价涨幅,positive
股利,positive
股大涨,positive
股涨,positive
肥沃,positive
肥美,positive
肯定,positive
肯定地,positive
肯定的,positive
胆大心细,positive
胜,positive
胜仗,positive
胜任,positive
胜似,positive
胜出,positive
胜利,positive
胜利的,positive
胜利者,positive
胜地,positive
胜景,positive
胜算,positive
胜者,positive
胜诉,positive
胜过,positive
胜过的,positive
胜迹,positive
胜选,positive
胸怀,positive
胸有成竹,positive
能人,positive
能干,positive
能干的,positive
能征善战,positive
能手,positive
脍炙人口,positive
脚踏实地,positive
脱帽,positive
脱星,positive
脱胎换骨,positive
脱贫,positive
脱贫致富,positive
脱颖而出,positive
腾跃,positive
腾飞,positive
膜拜,positive
自主,positive
自信,positive
自信的,positive
自勉,positive
自告奋勇,positive
自在,positive
自增持,positive
自如,positive
自尊,positive
自强,positive
自强不息,positive
自得其乐,positive
自爱,positive
自由,positive
自由自在,positive
自立,positive
自立自强,positive
自给自足,positive
自若,positive
自觉,positive
自豪,positive
至关重要,positive
致力,positive
致富,positive
致敬,positive
致胜,positive
致谢,positive
致贺,positive
舍己救人,positive
舒坦,positive
舒展,positive
舒心,positive
舒服,positive
舒畅,positive
舒缓,positive
舒适,positive
舒适的,positive
良友,positive
良品,positive
良多,positive
良好,positive
良好形象,positive
良好效果,positive
良好条件,positive
良好氛围,positive
良好环境,positive
良好的,positive
良好经营,positive
良心,positive
良性,positive
良性循环,positive
良方,positive
良机,positive
良港,positive
良田,positive
良种,positive
良策,positive
良缘,positive
良药,positive
艰苦奋斗,positive
艳羡,positive
节余,positive
节俭,positive
节水,positive
节电,positive
节省,positive
节省成本,positive
节约,positive
节能,positive
节能降耗,positive
芳心,positive
芳香,positive
苍穹,positive
苦尽甘来,positive
英俊,positive
英勇,positive
英勇无畏,positive
英华,positive
英名,positive
英姿,positive
英才,positive
英明,positive
英武,positive
英烈,positive
英豪,positive
英雄,positive
英雄式,positive
茁壮成长,positive
范例,positive
范儿,positive
范文,positive
范本,positive
荟萃,positive
荣光,positive
荣升,positive
荣幸,positive
荣归,positive
荣登,positive
荣耀,positive
荣膺,positive
荣获,positive
荣誉,positive
荣誉称号,positive
荣誉证书,positive
荫庇,positive
荷花,positive
莅临,positive
获准,positive
获利,positive
获取,positive
获大单,positive
获奖,positive
获得成功,positive
获得授权的,positive
获得收益,positive
获得最佳,positive
获得胜利,positive
获授,positive
获注,positive
获益,positive
获益匪浅,positive
获益者,positive
获胜,positive
获胜的,positive
获评,positive
萌芽,positive
落地,positive
落实,positive
落户,positive
著名,positive
著名品牌,positive
著名商标,positive
著称,positive
蒸蒸日上,positive
蓄势待发,positive
蓝图,positive
蓝筹,positive
蓝筹股,positive
蓬勃,positive
蓬勃发展,positive
虔诚的,positive
虚心,positive
蜕变,positive
蜚声,positive
蝉联,positive
蝶变,positive
融会,positive
融会贯通,positive
融洽,positive
融洽的,positive
行之有效,positive
行善,positive
行家,positive
行礼,positive
补助,positive
补涨,positive
补短,positive
补贴,positive
补贴资金,positive
表彰,positive
表扬,positive
表率,positive
表现出色,positive
表现强势,positive
表现活跃,positive
表示同意,positive
表示满意,positive
表示祝贺,positive
衷心,positive
被誉为,positive
裨益,positive
褒,positive
褒奖,positive
褒扬,positive
要约收购,positive
见义勇为,positive
见底,positive
见成效,positive
见效,positive
见效快,positive
见解,positive
见识,positive
见长,positive
见闻,positive
规模扩张,positive
规模效应,positive
规模效益,positive
觉醒,positive
解决,positive
解冻,positive
解囊相助,positive
解套,positive
解封,positive
解惑,positive
解放,positive
解渴,positive
解锁,positive
解除,positive
触底反弹,positive
言而有信,positive
言行一致,positive
誉为,positive
誓言,positive
认可,positive
认同,positive
认真,positive
认真细致,positive
认真负责,positive
认认真真,positive
讨人喜欢,positive
讨人喜欢的,positive
讨喜,positive
讨好,positive
讲文明,positive
讲求,positive
讲究,positive
讲道德,positive
讴歌,positive
许可,positive
许可权,positive
论功行赏,positive
诀窍,positive
评为,positive
评估增值,positive
试金石,positive
诙谐,positive
诚信,positive
诚实,positive
诚心,positive
诚心诚意,positive
诚恳,positive
诚意,positive
诚挚,positive
详尽,positive
详细,positive
语重心长,positive
诱人,positive
诲人不倦,positive
说好,positive
说项,positive
请教,positive
诺言,positive
诺贝尔奖,positive
调和,positive
调整结构,positive
调解,positive
调高至,positive
谆谆教导,positive
谈笑,positive
谈笑风生,positive
谋求,positive
谢,positive
谢天谢地,positive
谢意,positive
谢谢,positive
谦卑的,positive
谦恭有礼,positive
谦虚,positive
谦虚谨慎,positive
谦诚,positive
谦逊地,positive
谦逊的,positive
谱写,positive
豁免,positive
豁然开朗,positive
豪华,positive
豪情,positive
豪情满怀,positive
豪杰,positive
豪气,positive
豪爽,positive
豪言壮语,positive
豪迈,positive
贡献,positive
贡献奖,positive
财宝,positive
财富,positive
财政补贴,positive
财运,positive
质优,positive
质优价廉,positive
质变,positive
质朴,positive
购入,positive
贴切,positive
贴心,positive
贵宾,positive
贵重,positive
贵重的,positive
费尽心血,positive
贺喜,positive
贺电,positive
资产注入,positive
资助,positive
资源优势,positive
资金优势,positive
资金充裕,positive
资金流入,positive
资金雄厚,positive
赋有,positive
赏心悦目,positive
赏识,positive
赚,positive
赚到,positive
赚取,positive
赚头,positive
赚得,positive
赚点,positive
赚足,positive
赚钱,positive
赚钱的,positive
赞,positive
赞不绝口,positive
赞佩,positive
赞助,positive
赞叹,positive
赞叹不已,positive
赞同,positive
赞成,positive
赞成的,positive
赞成票,positive
赞成者,positive
赞扬,positive
赞歌,positive
赞美,positive
赞誉,positive
赞许,positive
赞许的,positive
赞语,positive
赞赏,positive
赞颂,positive
赠送的,positive
赢,positive
赢利,positive
赢取,positive
赢大市,positive
赢家,positive
赢得,positive
赢者,positive
赤诚,positive
赫赫有名,positive
走上正轨,positive
走俏,positive
走升,positive
走强,positive
走心,positive
走牛,positive
走稳,positive
走红,positive
走高,positive
赶上,positive
赶超,positive
起作用的,positive
起死回生,positive
起航,positive
起色,positive
起飞,positive
超乎,positive
超产,positive
超人,positive
超值,positive
超凡,positive
超前,positive
超好,positive
超常,positive
超常发挥,positive
超强,positive
超级,positive
超群,positive
超群的,positive
超脱,positive
超越,positive
超车,positive
超过,positive
超额,positive
超额利润,positive
超额完成,positive
超额收益,positive
越强,positive
越过,positive
趋于平稳,positive
趋于稳定,positive
趋好,positive
趣味,positive
趣味性,positive
足够,positive
足金,positive
足额,positive
跃升,positive
跃居,positive
跃然,positive
跃跃欲试,positive
跌少,positive
跑赢大市,positive
跑赢大盘,positive
跟涨,positive
跨越,positive
跨越式,positive
跳涨,positive
跳跃式,positive
践行,positive
践诺,positive
跻身,positive
跻身于,positive
踌躇满志,positive
踏实,positive
蹿升,positive
蹿红,positive
身体力行,positive
身先士卒,positive
躲过一劫,positive
转危为安,positive
转型,positive
转增,positive
转好,positive
转暖,positive
转松,positive
转正,positive
转涨,positive
转盈,positive
转身,positive
轮涨,positive
轰动一时,positive
轰轰烈烈,positive
轻快,positive
轻快地,positive
轻松,positive
轻装,positive
轻轻松松,positive
载歌载舞,positive
较为理想,positive
较优,positive
较佳,positive
较劲,positive
较好的,positive
较好者,positive
较完整,positive
较强,positive
较快增长,positive
较易,positive
较高水平,positive
辅助,positive
辈出,positive
辉煌,positive
辉煌成就,positive
辛勤,positive
辩证,positive
达产,positive
达人,positive
达到目的,positive
达成,positive
达成一致,positive
达成一致意见,positive
达成协议,positive
达效,positive
达标,positive
达标排放,positive
迅猛,positive
迅猛发展,positive
过人之处,positive
过关,positive
过硬,positive
迈上,positive
迈出,positive
迈过,positive
迈进,positive
迎候,positive
迎刃而解,positive
迎接,positive
迎来,positive
还礼,positive
进一步,positive
进一步增强,positive
进一步提高,positive
进军,positive
进化,positive
进取,positive
进展,positive
进步,positive
进步奖,positive
进益,positive
进贤,positive
进驻,positive
远大,positive
远景,positive
远胜,positive
远虑,positive
远见,positive
远见卓识,positive
远超,positive
远高于,positive
连升,positive
连增,positive
连拉,positive
连板,positive
连涨,positive
连续上涨,positive
连续盈利,positive
连阳,positive
迭创新高,positive
迷人,positive
迸发,positive
追捧,positive
追求,positive
适任,positive
适合,positive
适宜,positive
适应,positive
适度,positive
适当,positive
适意,positive
适时,positive
适用,positive
适销,positive
适销对路,positive
逃过一劫,positive
逆势,positive
逆势上涨,positive
逆天,positive
逆市,positive
逆袭,positive
选贤任能,positive
透彻,positive
透明化,positive
逐步形成,positive
逐步推广,positive
逐步推进,positive
逐步提高,positive
逐步解决,positive
递升,positive
通俗易懂,positive
通吃,positive
通情达理,positive
通才,positive
通明,positive
通用的,positive
通畅,positive
通达,positive
造好,positive
造富,positive
造就,positive
造福,positive
造诣,positive
逢低买入,positive
遂心,positive
遂意,positive
道义,positive
道德,positive
道谢,positive
道贺,positive
遥遥领先,positive
遵从,positive
遵守,positive
遵法,positive
遵纪守法,positive
邀请,positive
郑重,positive
酒香,positive
酣畅,positive
酣畅淋漓,positive
酬金,positive
醇厚,positive
醇美,positive
醇酒,positive
采取有效,positive
采纳,positive
里程碑,positive
里程碑式,positive
重启,positive
重大利好,positive
重大意义,positive
重大成就,positive
重大成果,positive
重大突破,positive
重大进展,positive
重头戏,positive
重奖,positive
重归,positive
重托,positive
重拾,positive
重振,positive
重整,positive
重整旗鼓,positive
重新启动,positive
重新获得,positive
重点学科,positive
重现,positive
重生,positive
重用,positive
重获,positive
重要一环,positive
重要意义,positive
重要环节,positive
重视,positive
重镇,positive
金凤,positive
金口,positive
金奖,positive
金字招牌,positive
金点子,positive
金牌,positive
金玉,positive
金羊奖,positive
金贝奖,positive
金贵,positive
金钥匙,positive
鉴别,positive
鉴定,positive
鉴赏,positive
钟情,positive
钟爱,positive
钦佩,positive
钦羡,positive
钻研,positive
铁军,positive
铁面无私,positive
铭记,positive
铸就,positive
铿锵,positive
锋芒,positive
锐不可当,positive
锐意,positive
锐气,positive
锦上添花,positive
锦囊妙计,positive
锦旗,positive
锦标,positive
锦绣,positive
锲而不舍,positive
锻炼,positive
镇定,positive
镇静,positive
长于,positive
长处,positive
长寿,positive
长期保持,positive
长期看好,positive
长牛,positive
长盈,positive
长盛不衰,positive
长空,positive
长者,positive
长袖善舞,positive
长足,positive
长足发展,positive
长足进步,positive
长进,positive
长远,positive
长远利益,positive
长青,positive
长项,positive
闪亮,positive
闪耀,positive
闪耀的,positive
问世,positive
问候,positive
问候的,positive
问好,positive
问心无愧,positive
问鼎,positive
闯劲,positive
闻名,positive
闻名于世,positive
闻名遐尔,positive
阐发,positive
阐明,positive
阐述,positive
阔步,positive
阳光,positive
阳线,positive
阶段性成果,positive
降低库存,positive
降低成本,positive
降准,positive
降息,positive
降本,positive
降本增效,positive
降耗,positive
陪伴,positive
陶然,positive
陶醉,positive
陶陶,positive
隆盛,positive
隆重,positive
随心,positive
随机应变,positive
难得,positive
难能可贵,positive
雀跃,positive
雄伟,positive
雄健,positive
雄厚,positive
雄厚实力,positive
雄厚资金,positive
雄图,positive
雄姿,positive
雄威,positive
雄心,positive
雄心勃勃,positive
雄心壮志,positive
雄文,positive
雄杰,positive
雄纠纠,positive
雄赳赳,positive
雄起,positive
雄踞,positive
雄风,positive
雅丽,positive
集中精力,positive
集锦,positive
雪中送炭,positive
零的突破,positive
雷厉风行,positive
雷霆万钧,positive
震撼,positive
震撼的,positive
霸业,positive
霸主,positive
青春,positive
青睐,positive
靓丽,positive
静谧,positive
非凡,positive
非常丰富,positive
非常卓越的,positive
非常广阔,positive
非常强,positive
非常重要,positive
非常重视,positive
非常高兴,positive
靠前,positive
靠得住,positive
靠谱,positive
面世,positive
面向世界,positive
面市,positive
革故鼎新,positive
革新,positive
鞠躬,positive
韧劲,positive
韧性,positive
韵味,positive
顶天立地,positive
顶尖,positive
顶峰,positive
顶梁柱,positive
顶级,positive
顺利,positive
顺利地,positive
顺利完成,positive
顺利实现,positive
顺利开展,positive
顺利的,positive
顺利进行,positive
顺境,positive
顺应,positive
顺心,positive
顺气,positive
顺水,positive
顺畅,positive
顺遂,positive
顺风,positive
颁奖仪式,positive
颂扬,positive
预喜,positive
预增,positive
预增超,positive
预盈,positive
预祝,positive
领先,positive
领先于,positive
领先地位,positive
领先水平,positive
领先者,positive
领军,positive
领军人物,positive
领军者,positive
领头,positive
领头羊,positive
领导者,positive
领导能力,positive
领涨,positive
领舞,positive
领航,positive
领航者,positive
领衔,positive
领袖,positive
领跑,positive
领跑者,positive
领驭,positive
颐养,positive
频传,positive
颠覆,positive
风云人物,positive
风云榜,positive
风光,positive
风华,positive
风发,positive
风姿,positive
风度翩翩,positive
风范,positive
风趣,positive
风采,positive
风险可控,positive
风雨同舟,positive
风靡,positive
风靡一时,positive
风风火火,positive
飘红,positive
飘逸,positive
飙升,positive
飙涨,positive
飙红,positive
飞奔,positive
飞快,positive
飞扬,positive
飞涨,positive
飞翔,positive
飞腾,positive
飞舞,positive
飞越,positive
飞跃,positive
飞速,positive
飞速发展,positive
飞驰,positive
飞黄腾达,positive
饱满,positive
饶有兴致,positive
饶有兴趣,positive
馈赠,positive
首位,positive
首位的,positive
首倡,positive
首创,positive
首家,positive
首富,positive
首屈一指,positive
首批,positive
首推,positive
首款,positive
首肯,positive
首要,positive
首选,positive
香甜,positive
香饽饽,positive
马不停蹄,positive
驰名,positive
驰名商标,positive
驰骋,positive
骄人,positive
骄傲,positive
骨干,positive
骨干力量,positive
高举,positive
高于,positive
高产,positive
高产出,positive
高光,positive
高兴,positive
高兴的,positive
高出,positive
高可靠性,positive
高品质,positive
高回报,positive
高增长,positive
高大,positive
高富帅,positive
高尚,positive
高居,positive
高居榜首,positive
高山仰止,positive
高峰,positive
高度肯定,positive
高度评价,positive
高度赞扬,positive
高开,positive
高成长性,positive
高手,positive
高技术,positive
高效,positive
高效快捷,positive
高效率,positive
高效益,positive
高效能,positive
高新,positive
高昂,positive
高明,positive
高朗,positive
高材生,positive
高枕无忧,positive
高档,positive
高歌,positive
高歌猛进,positive
高水平,positive
高涨,positive
高潮,positive
高潮期,positive
高瞻远瞩,positive
高科技,positive
高端,positive
高端化,positive
高等,positive
高等级,positive
高精密,positive
高精尖,positive
高素质,positive
高级,positive
高绩效,positive
高见,positive
高质量,positive
高起点,positive
高超,positive
高踞,positive
高达,positive
高远,positive
高速增长,positive
高速增长期,positive
高速成长,positive
高附加值,positive
高雅,positive
高风,positive
高高兴兴,positive
鬼斧神工,positive
魁首,positive
魂牵梦萦,positive
魄力,positive
魅力,positive
魔力,positive
鲜明,positive
鲜活,positive
鲜美,positive
鲲鹏,positive
鳌头,positive
鸣谢,positive
鸿儒,positive
鸿博,positive
鹤立鸡群,positive
黄金地段,positive
黄金时代,positive
黎明,positive
黑马,positive
鼎力,positive
鼎力支持,positive
鼎新,positive
鼎盛,positive
鼎盛时期,positive
鼓励,positive
鼓励的,positive
鼓掌,positive
鼓掌欢迎,positive
鼓舞,positive
鼓舞人心,positive
鼓舞人心的,positive
鼻祖,positive
齐全,positive
齐名,positive
齐备,positive
齐头并进,positive
齐心,positive
齐整,positive
齐涨,positive
龙头,positive
龙头企业,positive
龙头老大,positive
龙头股,positive
﻿爱岗敬业,positive
﻿遂意,positive
一事无成,negative
一刀切,negative
一劫,negative
一厢情愿,negative
一去不复返了,negative
一去不返,negative
一味,negative
一哄而上,negative
一哄而散,negative
一塌糊涂,negative
一头雾水,negative
一怒之下,negative
一意孤行,negative
一成不变,negative
一拖再拖,negative
一损俱损,negative
一文不值,negative
一无所得,negative
一无所有,negative
一无所知,negative
一毛不拔,negative
一气之下,negative
一波三折,negative
一泻千里,negative
一潭死水,negative
一片空白,negative
一穷二白,negative
一窍不通,negative
一窝蜂,negative
一筹莫展,negative
一纸空文,negative
一落千丈,negative
一言堂,negative
一语成谶,negative
一败涂地,negative
一路下跌,negative
一蹶不振,negative
一错再错,negative
一鼻子灰,negative
七零八落,negative
万万不能,negative
万劫不复,negative
万念俱灰,negative
万般无奈,negative
三人成虎,negative
三八,negative
三心二意,negative
三无,negative
三流,negative
三连跌,negative
上台,negative
上吊,negative
上当,negative
上影线,negative
上瘾,negative
上诉,negative
上钩,negative
下不了台,negative
下压,negative
下台,negative
下场,negative
下坡,negative
下坡的,negative
下坡路,negative
下岗,negative
下挫,negative
下探,negative
下架,negative
下滑,negative
下滑的,negative
下狱,negative
下破,negative
下移,negative
下等的,negative
下线,negative
下落,negative
下行,negative
下行压力,negative
下行趋势,negative
下课,negative
下跌,negative
下跌幅度,negative
下降,negative
下降的,negative
下降通道,negative
下风,negative
不一致,negative
不严,negative
不严密,negative
不义,negative
不乐观,negative
不买账,negative
不了,negative
不了了之,negative
不予,negative
不予置评,negative
不争气,negative
不仁,negative
不付欠款,negative
不令人满意的,negative
不以,negative
不以为然,negative
不休,negative
不伦不类,negative
不住,negative
不体面,negative
不佳,negative
不依,negative
不便,negative
不便的,negative
不保,negative
不信,negative
不值,negative
不值钱,negative
不值钱的,negative
不健全的,negative
不健康,negative
不像,negative
不像话,negative
不充分,negative
不充分的,negative
不充足的,negative
不光彩,negative
不全,negative
不公,negative
不公平,negative
不公平地,negative
不公平待遇,negative
不公平的,negative
不公开的,negative
不公正,negative
不公正地,negative
不公正的,negative
不兴,negative
不准,negative
不准确,negative
不准确地,negative
不准许,negative
不切实际,negative
不切实际的,negative
不划算,negative
不利,negative
不利于,negative
不利于经济发展的因素,negative
不利因素,negative
不利地,negative
不利条件,negative
不利的,negative
不前,negative
不力,negative
不加,negative
不务正业,negative
不劳,negative
不劳而获,negative
不匹配,negative
不升反降,negative
不协调,negative
不参加,negative
不及,negative
不及格,negative
不友好的,negative
不受,negative
不受欢迎,negative
不受欢迎的,negative
不可,negative
不可一世,negative
不可信的,negative
不可否认,negative
不可告人,negative
不可思议,negative
不可思议的,negative
不可恢复的,negative
不可抗力,negative
不可收拾,negative
不可理喻,negative
不可能的,negative
不可讳言,negative
